Author	AuthorGender	Concept	ConceptPair	Form	Gender	Manual	Register	Sentiment_Neutral	Sentiment_Positive	Source	Text	Year	confidence	gpt-3.5-turbo	gpt-4	sentiment
_	_	brother	Sibling	兄弟	Male		NEWS	Yes	NA	CNA	「南島音樂嘉年華星空草原音樂會」也將於八日下午四時二十分起,在台東卑南文化公園舉行,演出歌手包括王宏恩、交工樂隊、王宏恩、檳榔兄弟、日本OKI樂團、胡德夫、巴奈及831樂隊、紀曉君、陳建年及Am樂團、夾子電動大樂隊、四分衛演出。	2001	0.699174880981445	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	涂阿嬤說,她從婆婆手中接下紅龜粿事業後,一做就是五十年,現在她的兒女和媳婦都沒興趣,她年紀大了,能做一天就算一天。	2008	0.475699841976166	Neutral		Positive
_	_	sister	Sibling	姐姐	Female		NEWS	No	Yes	XIN	姐姐叫埃列娜・奥登,28岁,身高1米85,在国家队已有4年,打过248场比赛,是副攻手;妹妹叫贝沃莉・奥登,24岁,比姐姐高4厘米,也是副攻手,在国家队已有两年。	1995	0.747176170349121	Neutral		Positive
_	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	”话音未落,就发出了一串珞巴女人爽朗的笑声。	1991	0.991399765014648	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	XIN	美国北卡罗来纳大学的流行病学家在对1・5万名男孩和女孩的调查中发现,每天吸烟超过20支的父亲,其子女有兔唇、心脏瓣膜病或屎道狭窄等先天性缺陷的占一半以上。	1993	0.986695170402527	Neutral		Neutral
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	CNA	如果出生的是男孩,滿族人會在家門邊懸掛用樹枝作成的弓、用紅布纏好的三支箭,俗稱「公子箭」,預祝孩子長大後成為一名精騎著射的男士;如果出生的是女孩,就在大門右邊掛一塊紅布條,象徵吉祥之意。	2005	0.692463040351868	Neutral		Positive
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	而蔣方智怡來到卓伯源的競選總部時,看到卓伯源以家庭和老媽媽為訴求的文宣,也有感而發的說,有兩種教不能信,就是「計較」和「比較」,而有一種孝不能等,就是行孝不能等。	2004	0.876530110836029	Positive		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	高齡一百零三歲的日本雙胞胎人瑞「金婆婆」成田金、「銀婆婆」蟹江銀,今天中午抵達台北。	1995	0.981091022491455	Neutral		Positive
吴平	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	XIN	“世界儿童权利奖”基金会发表声明说,曼德拉为把南非儿童从种族隔离中解救出来并维护他们的权利进行了长期奋斗,马谢尔则为维护脆弱儿童权益和女孩上学权利进行了不懈努力。	2009	0.964229226112366	Positive		Positive
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	Yes	CNA	夏立夫和回教民主聯盟的其他領袖,把攻擊的矛頭對準了碧娜芝的丈夫,信德地區的商人阿席夫.札達里,和她的岳父,巴基斯坦人民黨國會議員哈齊姆.札達里。	1992	0.673294007778168	Negative		Positive
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	68 歲的許姓老翁今天騎機車載妻子到台中縣探視兒子,行經台1線苗栗通霄鎮附近時與同方向休旅車發生車禍,老夫妻倒地,頭部及胸部嚴重受創,送醫後雙雙不治。	2009	0.965182185173035	Neutral		Neutral
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	CNA	華納兄弟並且樂觀預估,自十六日起至十八日的連續三天週末票房,「哈利波特:神秘的魔法石」將創造史無前例的八千萬美元賣座成績。	2001	0.791685521602631	Neutral		Positive
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	政治是最現實的,人仍躺在醫院昏迷不醒的以色列總理夏隆,他的形象仍被執政的前進黨引用,但他的兒子翁瑞夏隆,除了在二月底被判刑九個月之外,日前第十頻道電視台所揭露他日記中的政治安排,讓前進黨與他保持距離。	2006	0.392667025327682	Negative		Neutral
_	_	brother	Sibling	弟弟	Male		NEWS	Yes	NA	CNA	巴西總統歌樂在一項全國性的電視演講中,為他的弟弟指控他收取回扣以及吸食毒品所引起的「不安」,向巴西人民道歉。	1992	0.736574709415436	Negative		Neutral
_	_	man	Adult	男人	Male		NEWS	No	No	XIN	“奥运开幕是个大日子,妇女们负责做饭菜,男人们白天修房子累了一天,得让他们休息休息。	2008	0.719102680683136	Neutral		Negative
_	_	woman	Adult	女人	Female		NEWS	No	No	CNA	據休士頓紀事報今天報導,上述地區的部份製衣商人把女人的成衣包給韓國和越南人在他們的家裡縫製,違反勞工法和童工保護法、並且會導致逃稅和不公平競爭。	1994	0.531542778015137	Negative		Negative
_	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	在一切以自我为中心的世风下,《徽州女人》给人思考和启示。	2006	0.997182965278626	Positive		Positive
_	_	daughter	Child	女兒	Female		NEWS	Yes	NA	CNA	至於擇期約談陳水扁女兒陳幸妤的時間,是否會與吳淑珍一起在寶徠花園廣場就訊,陳雲南表示,不方便說明。	2008	0.781051576137543	Neutral		Neutral
_	_	wife	Spouse	妻子	Female		NEWS	No	No	CNA	投保中心表示,訊碟公司前董事長呂學仁、前總經理田政溫、財務經理喻征天,及田政溫的妻子羅文慧等人,涉嫌自民國91年至93年間共同圖謀不法利益,編製不實財務報表、隱匿公司資產不足事實,並美化公司營收狀況,以不實交易虛增訊碟公司營業額。	2005	0.718713402748108	Negative		Negative
_	_	daughter	Child	女儿	Female		NEWS	Yes	NA	XIN	另据了解,近年来,全国妇联重点实施“5123”培训计划,即在“十一五”期间对5万名妇女开展SYB创业培训;对1万名女农民经纪人进行技能培训;对2万名转移就业妇女骨干进行培训;对全国3000多个地(市)县的妇联干部、妇女儿童工作骨干进行业务培训。	2007	0.713318526744843	Positive		Neutral
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	一九九九「尊重生命.愛護土地」動物媽媽節系列公益活動上午在市立動物園揭幕,雖然天氣不佳仍然吸引許多遊客參加。	1999	0.661510288715363	Positive		Positive
_	_	wife	Spouse	妻子	Female		NEWS	Yes	NA	XIN	在熙熙攘攘的人群中,一位姓周的先生带着他的妻子和儿子前来观看比赛。	2005	0.935613036155701	Positive		Neutral
_	_	father	Parent	父亲	Male		NEWS	No	Yes	XIN	”曾玥宁的父亲,现在从事石油生意的曾明感叹道。	2009	0.491808086633682	Neutral		Positive
_	_	son	Child	兒子	Male		NEWS	No	No	CNA	據死者高齡八十歲的母親哀傷的表示,兒子平常患有肝病,去年年底及今年年初曾住院治療,但是出院後酒癮又發作,本來擔任板模工的他因為身體不好工作也沒了,沒想到今天發生猝死的意外。	2007	0.984918057918549	Neutral		Negative
_	_	woman	Adult	女人	Female		NEWS	No	Yes	CNA	這項定名為「黃金印象–奧塞博物館名作特展」將是法國國寶級藝術品在台灣的第二回合展出,展出珍品包括雷諾瓦的「彈琴的少女」、塞尚的「藍色花瓶」、高更的「大溪地女人」、馬內的「群扇與仕女」、米勒的「諾曼地農家女」、莫內的「巴黎聖拉薩車站」,以及希斯里、梵古、莫里斯等名家膾炙人口的曠世之作。	1997	0.965641856193542	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	MTV VJ李蒨容今天在第一屆桌面搞怪王創意大賽中,與網友們在新成立的「抓狂網站」中,一起欣賞桌面搞怪動畫大展,有新一代的收驚婆婆會筊杯、也能灌籃,許多怪怪的遊戲一把抓,分享網路趣味生活。	1999	0.978113770484924	Neutral		Positive
_	_	sister	Sibling	姐姐	Female		NEWS	No	Yes	CNA	不過,被問到要從蝴蝶姐姐和侯怡君中挑選新媽媽,要選誰時,小小彬說,很難選,要問爸爸;如果一定要選擇,他就要「落跑」。	2010	0.950002551078796	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	今年四月四日東石鄉吳姓女子在娘家涉嫌被婆婆毆打成傷,導致吳姓女子胸部挫傷、胸骨閉鎖性骨折住院治療多日,當時引發全村居民公憤,質疑員警處理不當,三度包圍東石分駐所。	2008	0.997669398784638	Negative		Negative
_	_	woman	Adult	女人	Female		NEWS	Yes	NA	CNA	針對各縣市所提有關婦女福利經費及社工人力不足的問題,內政部長張博雅表示,內政部將行文各縣市政府要求社福經費,尤其是婦女人身安全及就業、創業及安親方面經費不可低於一定比例,此外,家庭暴力防治的宣導也必須深入各級學校,以從小培養正確的兩性觀念。	2000	0.513136982917786	Positive		Neutral
_	_	brother	Sibling	哥哥	Male		NEWS	Yes	NA	CNA	報導說,今年對「賈哥哥」、「林妹妹」加高門檻,要求具體而詳盡,主要目的是為了避免「穿幫」。	2010	0.525291204452515	Neutral		Neutral
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	CNA	辣妹合唱團、新好男孩、U2以及羅比威廉斯,都將在頒獎典禮上演出。	2000	0.962372124195099	Neutral		Positive
_	_	brother	Sibling	哥哥	Male		NEWS	No	Yes	CNA	至於後者,除了喜歡日本獨特的古老建築風格,以及曾經坦承受當建築師哥哥翁祖模的影響之外,翁倩玉十五日晚間在下榻飯店接受中央社記者訪問時,首度透露一個小秘密:「或許我上輩子就是一位建築師吧」。	1997	0.912826418876648	Neutral		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	XIN	在自己家里接待外国小朋友,对村上智洋和祐一兄弟来说也是人生头一遭。	2008	0.995026171207428	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	XIN	4个年龄相仿的男孩分坐在餐桌两旁,一样的T恤短裤打扮,一样的白毛巾挂在脖子上。	2008	0.687820196151733	Neutral		Positive
梁金雄	_	man	Adult	男人	Male		NEWS	Yes	NA	XIN	“我们在全世界选择了数千名男士,”该杂志助理编辑里查德说,“我们考虑的要素是连续性和注重外表,这些男人要花时间和精力去关注他们的外貌,而且签名也非常重要,这是识别你和他人的重要一环。	2007	0.53769451379776	Neutral		Neutral
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	XIN	公公婆婆跟着她一起生活,替她料理家务,照看孩子,这使她能够专心地工作。	1994	0.958336532115936	Neutral		Positive
孙浩	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	“慈禧太后在其他剧本中多是专横霸道的角色,但在这部剧中她不但是权威的女王,也是充满人性的女人,欣赏美好与真诚,对外国事物充满好奇,角色层次非常丰富。	2008	0.998659014701843	Positive		Positive
_	_	man	Adult	男人	Male		NEWS	No	No	CNA	報導引述這兩名婦女說:「所以,所有的婦女同意殺死所有出生的男嬰,因為他們已受夠了男人從事部落衝突,帶給她們悲慘的生活。	2008	0.963702499866486	Negative		Negative
_	_	brother	Sibling	弟弟	Male		NEWS	Yes	NA	CNA	潘怡蓁的弟弟潘泰安今年也由潮州高中體育班畢業,通過甄試進入屏東師院體育系一年級就讀,他的專長也是溜冰。	2001	0.59281724691391	Positive		Neutral
_	_	husband	Spouse	丈夫	Male		NEWS	No	Yes	XIN	丈夫也好言相劝,让我去看病、打针、吃药,可我就是听不进去。	2001	0.891440272331238	Neutral		Positive
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	CNA	瑪利亞學園的小朋友為了歡迎胡志強到來,在贈送儀式之前,特別由輪椅組啟情班的小朋友表演「普世歡騰」的舞蹈表演,每位表演的小朋友都穿上聖誕老公公的衣服,場面溫馨感人,工作人員陳麗娟表示,啟情組的小朋友為了這次演出,花了相當多的時間及精神去準備,來展現瑪利亞學員可愛、活力的一面。	2001	0.98289304971695	Neutral		Positive
_	_	wife	Spouse	妻子	Female		NEWS	No	No	XIN	第二天,贤惠的妻子把药送到了大堤上,可他却来不及和妻子说几句话,就匆匆下了涵洞。	1998	0.494824528694153	Neutral		Negative
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	CNA	這名律師說:「毫無疑問,她是個馬來西亞女孩,。	2005	0.922540903091431	Neutral		Positive
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	CNA	除在購物中心會出現黑人耶誕老公公,在黑人大城索威托到約堡的高速路上,以黑人聽眾為對象的都會電台(Metro FM),特別以大招牌,畫出黑人耶誕老公公向過往駕駛人祝賀耶誕快樂,有些人對耶誕老人的黑膚色覺得不自然,但黑人卻覺得相當順眼與得意。	1999	0.685846745967865	Neutral		Positive
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	新黨籍國代李新詢問葉耀鵬,在九二五事件,有無指「中國豬滾回去」的說法,李新表示,九二五事件中他被打得頭破血流;也有新黨籍國代指葉耀鵬在立委任內,他的女兒涉嫌包工程。	1996	0.988119602203369	Neutral		Negative
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	CNA	之前感染新流感的歌唱團體「景行廳男孩」趙正平,已隔離期滿歸隊,展開錄影工作。	2009	0.927497744560242	Neutral		Neutral
_	_	man	Adult	男人	Male		NEWS	No	Yes	XIN	女人喝了更漂亮,男人喝了更健康……”,在广西恭城瑶族自治县城吃早茶,常可听到热情的主人唱起这首山歌。	2002	0.993494689464569	Positive		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	No	XIN	也许认为对手纽维尔斯老男孩队的实力太弱,圣洛伦索队此战并未尽遣主力上场,达亚历桑德罗一直在场边观战。	2008	0.97335284948349	Neutral		Negative
_	_	brother	Sibling	弟弟	Male		NEWS	Yes	NA	CNA	趙紫陽於一九八九年下台後,當時曾有報導說,中共以經濟犯罪理由逮捕扣押了趙大軍及其弟弟趙二軍。	1991	0.981627762317658	Neutral		Neutral
_	_	daughter	Child	女儿	Female		NEWS	No	No	XIN	80年代末、90年代初,国务院和全国人大连续颁发了《关于坚决打击拐卖妇女儿童犯罪活动的通知》、《严惩卖淫嫖娼的决定》和《严惩拐卖、绑架妇女儿童的犯罪分子的决定》等具有法律效力的文件。	1995	0.976124286651611	Neutral		Negative
_	_	daughter	Child	女儿	Female		NEWS	No	Yes	XIN	这位医术精湛、医德高尚的老教授,以中药名为一对子女取名,儿子叫“远志”,女儿叫“云苓”,子女均承父业。	2004	0.982953548431396	Neutral		Positive
_	_	sister	Sibling	妹妹	Female		NEWS	No	No	CNA	她希望目擊者能提供線索找到妹妹,並感謝西汶納市警局和駐洛杉磯臺北經濟文化辦事處所給予的關切和協助。	1996	0.731636106967926	Neutral		Negative
_	_	sister	Sibling	妹妹	Female		NEWS	Yes	NA	CNA	「萬有引力的下午」描述1對雙胞胎姊妹,姊姊因癌症去世,妹妹為尋找姊姊身影,走訪其生前最愛的奈及利亞,並用錄音筆記錄心情;在另一時空,1名沉浸科技環境中的男子,在網路中取得妹妹的錄音,並且幫妹妹製作虛擬的姊姊影像,2名在年齡和心境有所差異的男女,卻在虛擬時空有了交集。	2010	0.693160176277161	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	XIN	象今晚,我们全班有三分之一多的同志是夫妻双方都在这儿上夜班,有孩子的就托给婆婆家,明早下班后就直奔婆婆家拜年。	1997	0.980874240398407	Neutral		Positive
章苒	_	man	Adult	男人	Male		NEWS	No	No	XIN	“一米七的个子,但却没有责任心,不愿吃苦奋斗,这是我们觉得儿子最不男人的地方。	2010	0.990998983383179	Negative		Negative
_	_	father	Parent	父亲	Male		NEWS	No	Yes	XIN	用叶宏明的话来说,当时“找到了官窑紫金土,比头一次当了父亲还高兴”。	1991	0.998376607894898	Positive		Positive
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	No	CNA	起訴書指出,邱二郎(男,五十六歲,台中縣人)是台灣省農林廳林務局東勢林區管理處麗陽工作站東勢分站技術士,擔任八仙山事業區第二十八、二十九林班地巡山員,去年十一月四日,台中縣民胡天養到麗陽工作站向邱二郎查詢岳父黃國所佔建於國有林地的老舊房屋應如何申請許可整建,邱二郎見他不諳法令,表示願代辦承租國有林地及辦理該房屋整建事宜,但要費用六萬元,並要求一萬五千元前金(後減為一萬元),胡天養在了解情況後,不滿邱二郎藉機牟利,向台中地檢署提出檢舉。	1997	0.78596305847168	Neutral		Negative
_	_	mother	Parent	母親	Female		NEWS	No	Yes	CNA	台中縣各界慶祝八十六年母親節暨模範母親代表表揚大會,縣政府今天決定五月三日上午在縣府大禮堂舉行,會中表揚三十四位模範母親。	1997	0.997590184211731	Positive		Positive
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	洪姓男子前天晚間為剛滿月的女兒換尿片時,由於一時疏忽,女嬰不慎從桌上跌落,雖然及時抱住,但小女兒卻臉色發青,經緊急送醫延至昨天不治。	2002	0.803922712802887	Negative		Negative
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	「她」最終還是留不住丈夫,在一次無意中撞破丈夫出軌事件後,「她」終於痛苦地結束這段婚姻。	2004	0.942018806934357	Negative		Negative
_	_	woman	Adult	女人	Female		NEWS	No	Yes	CNA	漢城娛樂圈消息人士透露,不僅在南韓、甚至在河莉秀竄紅的台灣與香港,絕大多數的民眾皆視河莉秀為女藝人;同時,包括小說家出身的在野「大國家黨」金洪信在內的二十多名國會議員,為協助變性人較容易更改戶籍上的性別,已於今年十一月向國會提呈了有關「性轉換者(變性人)之性別變更的特例法案」,相信河莉秀將會如願以償地成為真正的女人。	2002	0.99352890253067	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	CNA	台北縣汐止水源路二段附近溪邊,今天下午有民眾發現一具浮屍,北縣消防人員獲報前往了解,並打撈起1名小男孩的屍體,警消之後又在附近發現一具女性屍體,警方正全力調查。	2009	0.791517972946167	Neutral		Neutral
杜震	_	girl	Not_Adult	女孩	Female		NEWS	No	No	XIN	据悉,以军在22日夜间和23日凌晨持续进攻加沙南部的拉法口岸,并同巴武装人员激烈交火,造成1名巴武装人员和1名4岁的女孩被打死,部分居民受伤,部分民宅遭到毁坏。	2002	0.979587912559509	Negative		Negative
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	海灣新聞報報導,大公國的勞工暨社會部所屬杜拜社會發展中心主任露塔女士表示,由於完善的社會福利制度,使一些做丈夫的將妻子遺棄後,卻未善盡回教律法規定的贍養責任,因為他們曉得政府會照顧她們。	1993	0.77426940202713	Negative		Negative
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	台北市陽明山菁山路一處工地今天上午發生吊車砸落意外,工人施工時負重未算精準,造成吊臂傾斜撞擊隔壁民宅6樓,造成頂樓女兒牆和欄杆受損,幸好無人傷亡。	2009	0.516068935394287	Neutral		Negative
_	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	CNA	開插秧機是妹妹的興趣,今年初主動要求父親教她開。	2009	0.943023502826691	Neutral		Positive
_	_	daughter	Child	女兒	Female		NEWS	No	No	CNA	後來米亞還指控艾倫性侵他們一起領養的另一名女兒。	2005	0.903273224830627	Negative		Negative
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	今年五歲的孫萬如在植入人工電子耳前,一直使用助聽器及學唇語,孫媽媽說,要教會孫萬如說出「爺爺」這兩字,要花兩個月,不久前安裝人工電子耳,孫萬如的聽語進步神速,只學五分鐘就會說「謝謝」,現在的孫萬如從牙牙學語開始學說話,仍口齒不清,孫媽媽說,如果能一天二十四小時不斷地教,孫萬如會進步很快,所以,她也辭掉了工作。	1999	0.497506707906723	Positive		Positive
_	_	sister	Sibling	姐姐	Female		NEWS	No	Yes	XIN	在国家盲人柔道队中,薛兰梅一直像大姐姐一样呵护其他队员。	2004	0.998833954334259	Positive		Positive
_	_	wife	Spouse	妻子	Female		NEWS	No	No	CNA	王童的父親王金城則表示,王童小時曾因高燒造成右手右腳殘障,但平時生活正常,在唸五年級後,多次受到同班陳姓同學毆打,他的妻子也因此到學校告訴老師,並請陳童不要欺負他們的兒子,王童平常也說有人打他造成他的肚子和頭部不舒服,今年三月三、四日王童也因頭部不舒服,他們在五日上午到淡水去找人幫忙醫治王童時,王童在往淡水路上口吐白沫,經路人和警察協助,將王童送往醫院急救,後來陳童的家長也到醫院探視過,並表示要拿新台幣一萬元給他們,但他們拒絕收下。	1995	0.535278260707855	Neutral		Negative
_	_	wife	Spouse	妻子	Female		NEWS	Yes	NA	CNA	香港「明報」今天報導,大陸知名作家鄭義和他的妻子,已經逃離大陸,正在等候一個西方國家給予政治庇護。	1992	0.883097887039185	Neutral		Neutral
刘大江	_	man	Adult	男人	Male		NEWS	Yes	NA	XIN	一位潘姓大娘说,新娘子以前是男人,但现在已动了手术,变成女人,我就当她是女的。	2004	0.682852983474731	Neutral		Neutral
_	_	daughter	Child	女兒	Female		NEWS	No	Yes	CNA	懷念農家生活的恬靜自然,大年初一與初二,曾永權在老家與親朋故友拜年並等待女兒回娘家。	2008	0.953736364841461	Neutral		Positive
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	Yes	XIN	“夏昌新为国防建设立了功,更是咱全家的光荣!”老岳父当即决定把“寿宴”改为“庆功宴”。	1994	0.53809529542923	Positive		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	葉菊蘭表示,現代社會人際關係疏離,家庭親子倫理觀念很為淡薄,模範婆媳是彰顯出社會光明的一面,對於媳婦盡心呵護婆婆,體貼攙扶婆婆,葉菊蘭表示很感動;婆媳雖無血緣關係,同樣能展現母女至親情感,堪為現代女性的表率,她期許透過模範婆媳的遴選,能感染更多的家庭學習效法。	2006	0.99529379606247	Positive		Positive
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	Yes	NA	CNA	張玉珠原本不懂國語、不會寫中國字,來台灣時身無一技之長,最後在五金工廠找到工作,白天在工廠上班,晚上回到家還要照顧公公和時常氣喘發作的兒子,每個月僅靠微薄的收入過日子,但張玉珠不以為苦,靠著堅強意志力一肩挑起經濟重擔,也獲選自強媽媽。	2006	0.597056686878204	Neutral		Neutral
_	_	wife	Spouse	妻子	Female		NEWS	No	No	CNA	檢方查出,吳姓男子和父親被控於今年四月十日晚上,趁五歲女兒晚上睡到一半去上廁所時,先後持竹竿性侵害女童得逞,由於女童後來因為肛門疼痛而沒有上學,經過母親詢問後,女童才說出此事,女童母親隨即向警方報案,指控丈夫和公公涉嫌強制性侵,兩名被告矢口否認,吳某懷疑是妻子想離婚才對他提控告。	2005	0.938042879104614	Neutral		Negative
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	Yes	CNA	下屆台南縣長選舉今天投票,國民黨籍候選人洪玉欽上午由妻子沈美珠、岳父沈執信等人陪同前往新營市投下神聖一票。	1997	0.990811884403229	Positive		Positive
尚栩	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	细心的观众们发现,整场时装秀上竟然没有出现一条长裤,而是由各式连衣裙以及紧身上装与不同种类裙装的搭配唱主角,充分展现了女人的优美与性感。	2010	0.998720526695252	Positive		Positive
_	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	到现在,在中国最高国家权力机构―─全国人民代表大会中,已有626名女人大代表,占代表总数的21・03%,这个比例远高于发展中国家,而且也走在大部分发达国家之前,在世界各国议会女议员所占比例的排名中列第17位。	1995	0.994292616844177	Positive		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	CNA	陳玉盆住在屏東市六塊厝,原姓吳,她的養母姓陳,家中兄弟姊妹多,年少時就業養家,民國三十九年五月間家門口來了一位賣菜的姑娘向她說,六塊厝有一戶人家,剛死了爸爸,孩子多,家窮無法下葬,真可憐,養母請賣菜姑娘明天再來,她籌點錢給那戶人家。	2001	0.987071454524994	Neutral		Positive
_	_	wife	Spouse	妻子	Female		NEWS	No	Yes	XIN	妻子张秀英服务“水立方”当了社区的志愿者。	2008	0.984916985034943	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	在「一瞬之光」作品中,曾御欽選了台北一處屋頂平台,請來大、小朋友;爸爸、媽媽以及老公公、老婆婆,在方丈之間,或動或靜,或立或坐,或悲或喜,上樓、下樓之間,拍了二十四段各三分鐘的人生瑣事,然後把在屋頂上人們熟悉的生活細節一幕幕藉著電腦程式的隨機組合、播放,呈現在觀眾面前,並邀請觀眾嘗試以微瞇的雙眼,想像人生風景。	2007	0.996610224246979	Neutral		Positive
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	Yes	NA	CNA	內政部入出境管理局奉行政院大陸委員會核示,自即日起放寬大陸人民來臺探病、奔喪的規定,從即日起原先探視的對象自父母、配偶、子女、同胞兄弟姊妹,放寬至父母、配偶的父母(翁姑、岳父母)、配偶、子女、或兄弟姊妹。	1992	0.594031810760498	Neutral		Neutral
_	_	sister	Sibling	姐姐	Female		NEWS	Yes	NA	CNA	小兒子說,老母親已七十五歲,他和姐姐、哥哥都在外地工作,因為工作忙,把老母親留在藍村鎮自己生活,原本計劃過年後將老人接去一起住,沒想到差點鬧出人命。	2006	0.639378845691681	Neutral		Neutral
_	_	brother	Sibling	弟弟	Male		NEWS	No	Yes	CNA	晚上看著弟弟和母親入睡後,林清美才能拖著疲憊的身子上床,但是不敢太入睡,半夜還要起來幫弟弟和母親翻身按摩,即使自己得了風寒,對弟弟和母親的照顧仍然是無微不至,就這樣三十個年頭,長髮失去了色澤,取代的是一一絲絲白髮,林清美的臉上還是找不出一點倦容,有的是無私的光輝。	2006	0.60254317522049	Neutral		Positive
_	_	daughter	Child	女儿	Female		NEWS	No	No	XIN	当事人在软的不行后,又扬言要炸死付玲玲,撞死付玲玲之妻,绑架其女儿。	2001	0.992143154144287	Negative		Negative
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	CNA	另外,4年前拍攝叫好又叫座「翻滾吧,男孩!」的宜蘭縣籍導演林育賢,今年又有新作「種樹的男人」。	2009	0.992539823055267	Neutral		Positive
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	CNA	西方國家物質文明伴隨強大的媒體力量蜂擁而入,在金錢和物質的誘惑下,許多年輕的捷克女孩競相投入模特兒這一行,希望能站上國際舞台揚名利萬。	2000	0.534356653690338	Neutral		Positive
_	_	mother	Parent	妈妈	Female		NEWS	No	No	XIN	李娟激动地说:“我用的是滋润系列的产品,我妈妈用的是美白的,这次主要查的是美白产品有问题,吓得我妈妈不敢用了,我也不敢用了。	2006	0.497118830680847	Negative		Negative
_	_	brother	Sibling	哥哥	Male		NEWS	No	No	CNA	報導說,瑞士新交通罰則中,闖紅燈罰款三十萬里拉(兩百美元),違規停車十五萬里拉,行駛中打大哥哥電話罰十二萬里拉,這些新罰鍰比舊規定提高三倍。	1996	0.955782890319824	Neutral		Negative
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	檢方私下透露,嫌犯接受覆訊時,情緒平靜,看不出有激動之處,仍供稱是自己一人殺害婆婆,而棄屍地點仍如對警方的供詞,說棄屍在西勢里後方山區,嫌犯在複訊後,因為涉嫌重大,檢方依殺人罪嫌向法官聲請羈押,法官開庭裁定羈押獲准。	2007	0.991089701652527	Neutral		Negative
_	_	son	Child	兒子	Male		NEWS	No	Yes	CNA	已經赴大陸處理蔡敏輝善後的兒子蔡佳璋明天下午將攜回蔡的骨灰搭機返台。	2001	0.666937828063965	Neutral		Positive
_	_	son	Child	儿子	Male		NEWS	No	Yes	XIN	送别的人群用悲壮的目光,永远地送走了党的好儿子、优秀的烟草专卖管理员卿永奇。	2001	0.997425854206085	Positive		Positive
