Form	Year	Register	Source	Text	Label	Score
woman	2015	FIC	Bk:Unleashing	  she'd... # " On one condition, " she'd told the veiled woman. " I have to bring my dog. " # Fathomless eyes had frowned	LABEL_0	0.987479985
woman	2018	FIC	Yale Literary Magazine	  , and he was telling me again that there ain't any difference between a woman and a man, despite what's in TV and magazines, and other stuff	LABEL_0	0.66437757
woman	2016	FIC	Bk:Collector	  asked her mother to share a story, an anecdote, a memory, the woman would retreat into a silence or fly into a fit that could only be remedied	LABEL_0	0.583178163
woman	2011	FIC	Bk:BeyondAllMeasure	  road, her feathered traveling hat perilously askew, her arms swinging. A prettier woman he'd never seen, but she sure was prickly. # Miss Ada Wentworth	LABEL_0	0.918536007
woman	2015	FIC	HudsonRev	  you don't keep your armoire locked? " asked the policeman. The old woman shot him a withering glance. " You think I'd have left all this	LABEL_0	0.868079782
woman	2013	FIC	IowaRev	  . That simply never happened. Whether she was blind or just oblivious, the woman didn't seem to care that people might be staring at her. When Garolyn	LABEL_0	0.99242717
woman	2013	FIC	Bk:SpookLightsAffair	  . Help lace me up. ") # Sabina was contemptuous of the young woman's parents as well: their insistence upon a " suitable " match for their	LABEL_0	0.975608051
woman	2014	FIC	SouthwestRev	  of the difference between the DTS and an episode of kundalini. Did this Indian woman take soy or dairy? He'd have to turn around to ask her.	LABEL_0	0.746014893
woman	2010	FIC	AntiochRev	  Kent seizes the boozer by the filthy shoulders. He frogmarches him toward the Asian woman. " You will apologize to Madame. Now! " The old man,	LABEL_0	0.993023515
woman	2017	FIC	New Statesman	  helped central American families apply for asylum. Melody, a wispy, physically fragile woman with the pale colouring of Gwyneth Paltrow, was a gynaecologist with Planned Parenthood,	LABEL_0	0.992237985
woman	2019	FIC	Fan Fic	  much too boring for me. The last thing I wanted was for the fox woman to think I'd decided to mellow down and become some happy-go-lucky potato-grower. # The	LABEL_0	0.730901361
woman	2015	FIC	KenyonRev	  out of the back seat of our car. My mother was not a strong woman -- physicay speaking -- but he was too far gone to put up a fight	LABEL_0	0.991760969
woman	2014	FIC	TexasRev	  m a'am. " She grimaced and regretted using the formal address to a superior woman. She was fifty, but the memory of the years was like the oak	LABEL_0	0.980883539
woman	2012	FIC	SouthwestRev	  eyes had vanished. She looked exactly like what she was, a young lost woman. He went to her, and when she reached for his wrist, his	LABEL_0	0.994261026
woman	2017	FIC	Bk:Traveler	  kept it from you. " # " What is the reason you sent the woman who Carl Everett loves back to a place where she is considered a danger to	LABEL_0	0.951343358
woman	2010	FIC	Bk:FishingHole	  " Wordlessly, Tim pushed over the clear plastic box holding the carapace. The woman flipped open the box and deUcately removed the item from its foam cradle. "	LABEL_0	0.985483825
woman	2011	FIC	Bk:BurningLakeVolk	  stomach into believing it was getting more than it was. # I saw the woman before she saw me. She didn't stand out because of her clothes.	LABEL_0	0.992259204
woman	2015	FIC	AfricanAmerRev	  beUy Yeah, that's it, a beUy-laugh. They were talking about a woman who was a padent in the hospital with them -- Rhoda Insalaca. They got	LABEL_0	0.991640806
woman	2011	FIC	Bk:TouchThief	  over one of her unbound breasts. # " Bloody hell! It's a woman. Turn up the gas lamp, Sanjay. " # The yellow light of	LABEL_0	0.990978956
woman	2010	FIC	Bk:SecretLivesFairy	  shy, virginal girl her face suggested, she would still have been the only woman available. And since she was not, her effect was even more devastating.	LABEL_0	0.993417859
woman	2017	FIC	FantasySciFi	  was cover enough for a man eating in public. # Deisha Nurturer, the woman who sat in front of Aris, turned and frowned at her. Deisha's	LABEL_0	0.978477299
woman	2019	FIC	The Literary Review	  , as if in her absence she had indeed aged, had become an old woman, an old woman with weak legs, weaker lungs. # The door stood	LABEL_0	0.987748444
woman	2014	FIC	WomensStudies	  " " Pooh, pooh! My dear Anne, you talk like an old woman! I've never been ashamed or afraid to express anything I wish. I	LABEL_0	0.929778457
woman	2011	FIC	Bk:TraceFever	  Though he could have communicated directly with the staff downstairs, Trace dismissed the young woman to do the chore, to remove her from Hell's wrath. Hell's	LABEL_0	0.993937492
woman	2019	FIC	Fan Fic	  her wings and her magic flickered from the tips of her fingers, that the woman had backed away, with warnings she would be watching the family. # At	LABEL_0	0.977965415
woman	2012	FIC	Bk:Deadline	  ; I'd never seen her cry before. She was always such a strong woman. It scared me to see her like that. The house was instantly occupied	LABEL_0	0.904013097
woman	2015	FIC	Bk:BloodTiesNovel	  flashlight, coated with mud, was lying not five feet from where the dead woman's hand reached out onto the path. His big surf-casting rod was hung up	LABEL_0	0.634207547
woman	2017	FIC	Analog	  to swim underwater to the boat. Haley forced herself to wait until the other woman was nearly there, then tore away the cover. Sticking out her head and	LABEL_0	0.979295731
woman	2010	FIC	NewStatesman	  , horrified by what they found. As soon as she saw the hole the woman started screaming about vandalism, insurance, punitive damages. We were told to leave	LABEL_0	0.992647648
woman	2010	FIC	Analog	  , I presume. " " Precisely. But I met... the woman I would marry, and followed her to Italia. " His voice quavered.	LABEL_0	0.98303622
woman	2016	FIC	Bk:MasteringSinner	  care to tell your client that unless he is willing to stop hiding behind a woman and speak to me directly, I will take no heed of his words.	LABEL_0	0.898050487
woman	2018	FIC	Analog	  unstable? " # " **31;0;TOOLONG unstable, " Marie said impatiently. # The woman grabbed the front of Marie's jumpsuit and tried to shove her into a row	LABEL_0	0.99397248
woman	2019	FIC	Analog	  it. A moot point, with the status quo. # She thought of the woman at the grocery store, her four clinging, dark-eyed daughters. She moved away	LABEL_0	0.994087338
woman	2013	FIC	IowaRev	  pensive, part tired. No matter how many times Carolyn thought she saw the woman, no matter how many times she was wrong, each new sighting seemed real	LABEL_0	0.983120441
woman	2010	FIC	Analog	  my arms. " You're a paraplegic? " " Yes. " The woman's lips quivered again, and she reflexively reached out and stroked a lock of	LABEL_0	0.933896244
woman	2015	FIC	HudsonRev	  all your people? " " That's my usual way, " said the woman with a thin smile. " So everyone here is above suspicion? " "	LABEL_0	0.980071902
woman	2016	FIC	Bk:CandyCornMurder	  girth with a carpenter's tape, rather like an anxious midwife checking a pregnant woman's progress. # " How's she doing? " she asked, crossing	LABEL_0	0.950169683
woman	2014	FIC	SouthernRev	  Ella. " W hat would you have done? " Ella shrugged. The woman had panicked. She tried to keep her mother awake, for days and miserable	LABEL_0	0.993776917
woman	2013	FIC	Bk:DreamMerchantNovel	  more before I managed to catch the end. She was an awkward, voluptuous woman of about thirty with a daffy smile. It was hard to pull the heavy	LABEL_0	0.944841206
woman	2017	FIC	Bk:LetDevilOut	  bringing Maureen back to the present. This woman was not Madison Leary. This woman was not part of a murder case. This wasn't police work. This	LABEL_0	0.993884504
woman	2012	FIC	SouthwestRev	  the image he intended to use, she never called him back. Then the woman refused to take Marc's calls at all. # Vegas was a town of	LABEL_0	0.99098736
woman	2017	FIC	Bk:CitiesIveNeverLived	  . # One time when I was visiting, the couple told me that a woman was now living with him. She was much younger, didn't speak good	LABEL_0	0.964984477
woman	2018	FIC	Fan Fic	  Mamusu's friend was not only English, but the prototypical English Upper Class Academic Woman that Abigail had only seen on the beeb and until now had thought more proverbial	LABEL_0	0.70103842
woman	2012	FIC	Bk:BookMadnessCures	  softly as we rode, but Lorenzo was gleeful. " Stop that noise, woman, we are going to see the world! " # " There is no	LABEL_0	0.883203328
woman	2010	FIC	Bk:BridegroomsNovel	  the protective striped awning of Moravek's bakery. " You're not an easy woman to keep up with. " " And you, apparently, are not an	LABEL_0	0.713093042
woman	2010	FIC	Bk:SpaceAliensTaught	  's head. My God! he thought. Leo is dead. Whatever the woman had slipped into the water had killed him instantly. And Delmer would no doubt	LABEL_0	0.992104173
woman	2011	FIC	Bk:WhenSparrowsFall	  drop-off hours for the local thrift store. # He dismissed the meeting. Each woman folded her chair and leaned it against the wall beside the piano. Abigail's	LABEL_0	0.993316352
woman	2015	FIC	FantasySciFi	  that great events were flowing. And they understood nothing. One moming the young woman was dreaming, and then she felt the touch and wetness of the tongue.	LABEL_0	0.905845463
woman	2012	FIC	SouthwestRev	  to inquire about his breached contract. # " Mr. Maldonado? " asked a woman. # Marc asked, who wanted to know? # " I'm calling	LABEL_0	0.990237415
woman	2013	FIC	Bk:JumpGunAnnabelle	  touchy! " Then I knew just what to do. I already had this woman's sympathies, and I had to play them for all I could. I	LABEL_0	0.989322066
woman	2016	FIC	Bk:NeverKeepingSecrets	  and conflict he felt for still loving her even as he was married to another woman. # " I fucked up. I thought I was over you. I	LABEL_0	0.985639215
woman	2013	FIC	Ploughshares	  his comments, they have been paying ironic tribute to Kathryn's role as " woman scientist. " Michael fixes on them the cockeyed, pedantic look of a deranged	LABEL_0	0.989625633
woman	2015	FIC	FantasySciFi	  's head flew forward, slamming into the door. I glanced away from the woman to see Peggy stumbling back from where she had collided with him. The bubble-wrap	LABEL_0	0.984599292
woman	2018	FIC	The Carolina Quarterly	  of place Henry thought the King's clientele would live in. There was a woman standing on the porch, arms akimbo in a puffy purple coat. Pissed?	LABEL_0	0.975473046
woman	2019	FIC	Subtropics	  room, so Amma had to climb through a garden window and help the old woman -- " only one good eye, after all " -- budge open the door	LABEL_0	0.988878071
woman	2015	FIC	GreatRiverRev	  him. And it did. In a week. Grandmother is upset with the woman. I can tell because when she comes back from visiting her she doesn't	LABEL_0	0.994839489
woman	2017	FIC	Analog	  . She no longer cared. She'd even sent Mahaway away. The old woman had wept on her way down to the ground, but IxChan Pana didn't	LABEL_0	0.993283868
woman	2017	FIC	Bk:DeathWave	  afraid he's brought back some kind of virus from New Earth. Or his woman's carrying a bug and they don't want anybody to catch it. #	LABEL_0	0.994925976
woman	2018	FIC	Confrontation	  , but this was Marsha talking in an honest way he'd never heard a woman talk, and he found himself judging her by different standards. Soon he was	LABEL_0	0.492417216
woman	2011	FIC	Bk:EvilInside	  the old ditty now seemed to be words of mockery and cruelty. A young woman, who had been standing with another group of parents watching over small children and	LABEL_0	0.995106101
woman	2017	FIC	Analog	  had something white smeared on their upper lips. # I croaked something and the woman said, " Not too sure if he's aware, sir. " #	LABEL_0	0.987730086
woman	2014	FIC	SouthernRev	  hair was growing back, but like a chick's downy feathers. Then the woman stumbled forward and disappeared into the crowd. Hanna and her posse (Hanna has	LABEL_0	0.582527697
woman	2013	FIC	Bk:SecretDaughter	  most spectacular failures in Western political history. Why devote an entire book to the woman? " # Veronica tried to read Dr. Brack's stoic expression. Was she	LABEL_0	0.994815052
woman	2015	FIC	MassachRev	  thrust a provocative word into the face, flat and Celtic, of the peasant woman next to Helen; and the " Buenos das " was lost. They descended	LABEL_0	0.98472774
woman	2010	FIC	Bk:NEPTUNESTREASU	  seemed a good compromise. " Maybe it's Machiavelli whose name should have been woman, though I guess that's an exaggeration. Besides, I wasn't averse	LABEL_0	0.526699007
woman	2012	FIC	AntiochRev	  she stepped down from the porch and walked out into the orchards, a sad woman growing smaller the farther away she got. # The babies went on crying and	LABEL_0	0.995253801
woman	2011	FIC	Antipodes	  shovel and digging graves for Maria's parents. He said nothing to the young woman, weeping uncontrollably beside the two empty holes in the clay earth. The stranger	LABEL_0	0.749523163
woman	2010	FIC	Read	  this town. Brat: Please, mistress, just a little to eat. Woman: Those who don't work don't eat. Brat: I will work	LABEL_0	0.767843008
woman	2010	FIC	Bk:GypsysBoy	  of the day and, weather willing, the night, too. The old woman had no love of the cold and so she kept them to places where the	LABEL_0	0.910236955
woman	2010	FIC	FantasySciFi	  Carson sped by. The baby started screaming. In his mirror he watched the woman clutch the bawling kid to her breast. He powered on up the last hill	LABEL_0	0.976071894
woman	2015	FIC	GettysburgRev	  grinds her throat. " Easy-breezy, " Lily tells Fazul. Not that the woman, her time-battered body, has spoken. Not that she can. Dornan has	LABEL_0	0.973219931
woman	2010	FIC	Bk:KnightPassion	  to her hips. The air went out of him. There was only one woman in Christendom with hair like that. Linnet. And she was in grave danger	LABEL_0	0.993835866
woman	2010	FIC	Analog	  . This was the site of the onboard explosion, the effects of which the Woman's crew had seen from above. Judging from the way the torn metal edges	LABEL_0	0.985775769
woman	2012	FIC	Bk:Firelight	  stared back squarely as the hairs on the nape of her neck bristled. The woman's bedraggled bun was the color of old ivory. The lines of her face	LABEL_0	0.99324578
woman	2015	FIC	FantasySciFi	  a summer fog. " I like not that omen, " muttered the medicine woman, brushing back her long silver hair. Coyote, the jealous trickster who set	LABEL_0	0.889219701
woman	2017	FIC	Bk:AllIsNotForgotten	  forever. And then what was left for a girl as she grew into a woman? The very thing that preoccupies the heart throughout most of our lives may very	LABEL_0	0.890247285
woman	2016	FIC	Bk:LordWings	  face to face, I realized she'd hung up. # " Damn the woman, " I muttered as I punched the button to call her back. But	LABEL_0	0.995635808
woman	2015	FIC	Bk:PerfectComeback	  Caroline specialized in the suffering of tiny indignities in silence. Not complaining when the woman in the drive-thru handed her a three-quarters-filled cup of coffee. Pretending not to notice	LABEL_0	0.92129302
woman	2014	FIC	SouthernRev	  her food, the stewed onions and potatoes that they ate every night. The woman told Ella, " You're not the only one who lost something. God	LABEL_0	0.82553339
woman	2012	FIC	Bk:TouchRogue	  merry rhythm of squeaks and scritches, like a chorus of tree frogs. The woman buried deep in the feather mattress moaned and gasped at the man's exertions over	LABEL_0	0.988238454
woman	2018	FIC	Analog	  stations running on debt-bonded labor. Nor would Belisarius have wanted to be born a woman in some of the independent religious fundamentalist sects. # And no one did not,	LABEL_0	0.993926346
woman	2018	FIC	SouthernRev	  the YMCA building was graying in parts, blotched like the face of a pretty woman who has spent the day crying; he could see that it had recently been	LABEL_0	0.989370823
woman	2011	FIC	Bk:AccidentalBride	  # " Baloney. You'd rather be knee-deep in cow dung. " The woman's marionette lines at the sides of her mouth deepened. # " It's	LABEL_0	0.878909707
woman	2010	FIC	Bk:SimpleGifts	  long Yoshi was afraid she hadn't made her meaning clear. Finally the Arkuit woman said, " Yes. You want roesel and geifa. From Sleeping Isvyerg.	LABEL_0	0.991355717
woman	2015	FIC	ModernAge	  When she withdrew the cloak, he was himself, but different. The old woman bade him farewell, assuring him that if ever he needed her, he had	LABEL_0	0.990322649
woman	2013	FIC	Bk:BughouseAffair	  " As a matter of fact, no. " # " Your cousin? Another woman friend? " Concern had risen in him, scratching like a thorn at his	LABEL_0	0.964417756
woman	2012	FIC	Bk:LastChanceBeauty	  on Miss Rhodes being so dishy. He had expected an older and rather ordinary woman, given what Senator Warren had said about her. He forcibly relaxed his shoulders	LABEL_0	0.983550191
woman	2014	FIC	SouthernRev	  Which thing? " I say. " That I should imagine myself as a woman.' Fair enough,' I said,' that's ridicu lous,	LABEL_0	0.751674533
woman	2016	FIC	Bk:WickedRide	  I'd be a god. I'm a fucking god. " # The woman cringed against the brick building. " I don't understand. What kind of	LABEL_0	0.995661557
woman	2011	FIC	Bk:AmericaPacifica	  . She tried to sneak another look at her seatmate's watch, but the woman lifted her wrist away from Darcy and smoothed her sparse hair. Darcy bit her	LABEL_0	0.897734761
woman	2015	FIC	Bk:BigFixNovel	  Rats. # " Don't hold it so close, Jack! " The woman glued to my side whisper-screamed at me through unmoving lips, calling my attention back	LABEL_0	0.961153805
woman	2011	FIC	Bk:BeneathNightTree	  unwed mother on top of it all. And no one could forget that the woman Simon called Grandma shared no blood ties with him, or that the boy he	LABEL_0	0.939461112
woman	2013	FIC	Bk:SafeInHisArmsUnder	  'd had to assert herself strenuously with him around the ranch because he thought a woman's place was in the kitchen, not in the stockyard. This man was	LABEL_0	0.97296226
woman	2011	FIC	Bk:AmericaPacifica	  the bus stop, in English and Spanish, with a drawing of a sad woman in bluish ink, and a number you could call. But often the flyers	LABEL_0	0.989095032
woman	2017	FIC	Bk:AfterShesGone	  This was nuts. No way had that nurse really been here. The weird-looking woman's " appearance " was all part and parcel of the bad dreams, the	LABEL_0	0.993262231
woman	2014	FIC	SouthernRev	  the left side of her face. Love seems mysterious, indeed. Even the woman looks as if her own story has knocked the breath out of her. But	LABEL_0	0.930034816
woman	2018	FIC	The Literary Review	  us. # Alexia covers Mr. Erk. The neighbor and I cover the old woman as best we can. She struggles, muttering something we can't understand.	LABEL_0	0.958023846
woman	2019	FIC	Analog	  not? What did you see? " # John sighs. # " A woman, " he says. " She was rooting through the refuse bin. "	LABEL_0	0.990962088
woman	2015	FIC	NewOrleansRev	  Vi's second dead husband's mother, even though he still made the old woman eat dinner with us children. Her eyes didn't match; one was the	LABEL_0	0.988021374
woman	2012	FIC	Bk:ConqueredByHighlander	  dignity, even laughing when his men whispered the same. How else would any woman want him unless she was nothing more than a broken, empty shell? #	LABEL_0	0.994924307
woman	2012	FIC	AntiochRev	  , that a flame of sadness burned inside her. She was not a pretty woman and she took special care with her makeup, drawing her lipstick around the natural	LABEL_0	0.982402146
woman	2015	FIC	FantasySciFi	  now close to a century old, I still had the hody of a young woman. Sometimes she made me go out vdth her, looking like a pair of	LABEL_0	0.854605198
woman	2017	FIC	Analog	  Company, and tell them what happened? " # " Will you miss a woman's touch static and who will it be? " # " Please! "	LABEL_0	0.539264858
woman	2015	FIC	Bk:EvidenceRoom	  I think you may be in the wrong " # " Hush! " The woman brought an index finger to her lips. The motion woke the dog, who	LABEL_0	0.95096451
woman	2014	FIC	KenyonRev	  fi-om the hotel and I went over to the TenBar, and man, this woman from the purple wedding was on my lap the minute I sat down. Just	LABEL_0	0.812800765
woman	2019	FIC	Analog	  the dumbwaiter. # The inside of the dumbwaiter was too small to hold an adult woman. But a creased shirt with damp stains in the armpits, yes, that	LABEL_0	0.9909513
woman	2010	FIC	Bk:PossessionPaavo	  turned. The Ghosts were right beside him. They stank of sweat. The woman crouched. Tears leaked out of her eyes. There were lines on her face	LABEL_0	0.813010693
woman	2010	FIC	Bk:VenomElemental	  those facts be? " McAllister demanded. " That Ms. Blanco is just a woman, a mere, weak woman with no elemental magic or other notable strength or	LABEL_0	0.989917696
woman	2013	FIC	Bk:DevilInHerWay	  to console and reason with the victim, considering she'd nearly knocked out the woman's companion. Served him right, the fucker, for beating a woman,	LABEL_0	0.990747929
woman	2013	FIC	Bk:LastKindWord	  said. # I slammed the door shut. # " Luck, " the woman said. # It was the only word she had spoken during the seconds yes	LABEL_0	0.978711426
woman	2017	FIC	Analog	  will become moot once the proper history has been restored. # Excising the Theodora woman presents difficulties. A nine-year window of opportunity spans his inadvertent introduction of the prince	LABEL_0	0.559868097
woman	2019	FIC	Analog	  revelation of Silenus's uncanny powers, was forced to tum his attention to the woman he had been deliberately ignoring. # Valencia unfolded herself limberly from her position on	LABEL_0	0.92183125
woman	2010	FIC	Bk:SunsetPark	  at Angela for doing what she does, she considers it a sin for a woman to sell her body, and it's a relief not to be arguing with	LABEL_0	0.985718131
woman	2010	FIC	Read	  set them aflame. All because they thought John Henry was flirting with a white woman. Narr 4: The worst part, Mrs. Lanier says, is that everyone	LABEL_0	0.992752075
woman	2012	FIC	Bk:MondayMornings	  business, or maybe a politician or community leader. She was the kind of woman who seemed to attract attention without trying. # Michelle Robidaux, on the other	LABEL_0	0.950827301
woman	2012	FIC	SouthwestRev	  in a place that reminded him of splinters and black mold. # The young woman was standing beside a retired phone booth absent a receiver, her black hair wrenched	LABEL_0	0.994599223
woman	2011	FIC	Bk:NickTime	  eyes and a smile that seemed too big for her face. Nick thought the woman looked like she was waiting for the punch line of a joke -- as if	LABEL_0	0.923236787
woman	2013	FIC	Bk:UponWintersNight	  the ground to get a better look at her. She didn't recognize the woman, wasn't even sure how old she wassixties? Older? Ripping off a	LABEL_0	0.99394387
woman	2012	FIC	Analog	  Are you okay? " Nikki said. # " My legs! " the woman shouted. " They're pinned! " # Nikki craned to look inside;	LABEL_0	0.805517316
woman	2015	FIC	Confrontation	  , we take away before. " Luz looked around. There was the dead woman, Roberto, herself, and the Korean women. Roberto stood still. "	LABEL_0	0.976404548
woman	2019	FIC	Studi irlandesi	  problems of our own lives -- for example, our son, living with a woman who has never read a book, who told us brazenly that she had a	LABEL_0	0.991760194
woman	2010	FIC	Bk:CityDog	  our attentions returned to him. He said, " For? " " The woman you took six days past. " " A woman? " " Damn you	LABEL_0	0.994615018
woman	2011	FIC	Bk:WonderYourLove	  Englisch woman. He'd moved back to Lancaster County and was living with that woman when he died. " # Eli glanced toward the kitchen for a moment before	LABEL_0	0.975263834
woman	2012	FIC	Bk:DropDeadChocolate	  secretary these days, was at her station. Like Momma, she was a woman of small stature, but she wasn't someone worth crossing, either. #	LABEL_0	0.94022727
woman	2012	FIC	Bk:AccidentsProvidence	  , identifying the mother could be a vexing challenge. Whether or not an unmarried woman had been pregnant remained difficult to prove after the fact. Some maids were sly	LABEL_0	0.615686357
woman	2013	FIC	IowaRev	  in her seat. She turned and quickly stood so that her back blocked the woman from Cameron. " Sorry, " she said, shaking her head. "	LABEL_0	0.995089352
woman	2018	FIC	Analog	  people in orange reformatory jumpsuits-two women and a man-towered menacingly over a similarly dressed smaller woman. The smaller woman, Marie, stood between them and a table. Behind	LABEL_0	0.877803862
woman	2012	FIC	AntiochRev	  don't go, will everyone say bad things about us? " and the woman said, " Probably, " and it wasn't that Graham wasn't paying	LABEL_0	0.992760897
woman	2012	FIC	Bk:MondayMornings	  an emergency resuscitation a few hours earlier. # As the paramedics slid the injured woman from the gurney to the examination table, Villanueva and an ER nurse converged on	LABEL_0	0.617115736
woman	2013	FIC	Bk:UponWintersNight	  she took a swallow and brought her mittened hands up to hold it. A woman out in the snow? And it upset him about the gate because he did	LABEL_0	0.990599692
woman	2017	FIC	Bk:SunBorn	  legs were displayed. The stall beside him was manned by an old Panther Clan woman selling pigments and dyes, the colors filling assorted clay bowls on her blanket.	LABEL_0	0.785195589
woman	2014	FIC	Confrontation	  apartment lobby, there was Karol talking to one of the neighbors, a young woman who traveled for a big computer company. Karol was telling her something and the	LABEL_0	0.937810719
woman	2010	FIC	Bk:BlueFire	  It was not the Angel of Death, nor was it Satan, nor a woman. It was a young man who, as he stepped to the old man	LABEL_0	0.973043382
woman	2010	FIC	Bk:CityDog	  are four boxes full of the information I've collected about you. Return the woman, and they're yours, all of them. " The man hesitated,	LABEL_0	0.991908371
woman	2013	FIC	Bk:AngelBabyNovel	  Luz called to a man on a bicycle. " Please, " to a woman pushing a stroller, but they, like the taxi drivers, ignored her.	LABEL_0	0.99365294
woman	2013	FIC	Bk:KindredDarkness	  that the glandular changes triggered by pregnancy had an effect on the chemistry of a woman's brain? # He certainly has an extremely inaccurate perception of vampires. Since	LABEL_0	0.99508661
woman	2015	FIC	ArkansasRev	  when my wife was alive, we hired a maid, a three hundred pound woman who drank our vanilla extract and stole a garnet ring. She was fired within	LABEL_0	0.971537769
woman	2013	FIC	Bk:Babayaga	  did, about his frustrations with his ancient mother. Zoya had never met the woman, but Leon painted a picture of a stern, frigid creature who never appreciated	LABEL_0	0.981684744
woman	2016	FIC	Bk:CinnamonToasted	  exact age. According to the Melly Prescott Book of Etiquette, never ask a woman her age. Never. And if - I shuddered at the prospect - a	LABEL_0	0.735640466
woman	2012	FIC	Bk:Driven	  and bad hair. Something about Felix did that to people. # The younger woman glanced over to see what her companion was looking at. Then she smiled too	LABEL_0	0.950535059
woman	2013	FIC	Bk:BetweenHeavenTexas	  Much Women's Club and the Episcopal Church Altar Guild, was the most influential woman in town, and she was more than willing to use that influence to make	LABEL_0	0.789645433
woman	2018	FIC	The Carolina Quarterly	  , to vagaries; they toss themselves on oceans too big for any man or woman. They will be dashed on the jagged rock of our traditions. Yes,	LABEL_0	0.982435703
woman	2015	FIC	ParisRev	  . But that very film had been on my mind, this portrait of a woman who is so alone in the dense and crowded city. In my empty apartment	LABEL_0	0.654281735
woman	2013	FIC	Bk:SubtleBodies	  her seat. The woman next to her was unhappy. # She offered the woman her uneaten dessert, an industrial brownie still in its packaging. Nina had watched	LABEL_0	0.990946412
woman	2010	FIC	Bk:LotusEaters	  was unable to go home. " Why waste film on such an ugly old woman? " " Oh, I only take pictures of movie stars. " Grandmother	LABEL_0	0.993757844
woman	2010	FIC	ScholasticScope	   ##4076239 Characters Waitress, a white woman working at Woolworth's lunch counter Cook, a black woman Clarence " Curly "	LABEL_0	0.929597497
woman	2013	FIC	Bk:WyomingBride	  an entire head of the curliest red hair she'd ever see on man or woman. His nose was a once-broken beak, but it gave character to an otherwise	LABEL_0	0.946796536
woman	2013	FIC	Bk:HeadedTrouble	  the teenage whores was flat- ­ out creepy. And then there was that old woman ­ probably just an actress wrapped in rags and wearing stage- ­ makeup warts ­	LABEL_0	0.991508603
woman	2015	FIC	GreatRiverRev	  white floating flakes but hard little pellets that bounce when they hit. A raggedy woman comes in the store wearing holey shoes stuffed with paper. Grandmother gives her a	LABEL_0	0.845902085
woman	2010	FIC	Bk:GirlInGatehouse	  The old name slipped out before Mariah could think the better of it. The woman's eyes widened. " That is an address I have not heard in years	LABEL_0	0.872351766
woman	2010	FIC	Bk:BlueFire	  discuss the rumors of " those who drink blood and can turn a man or woman into one of them, and for eternity, " and what that might actually	LABEL_0	0.696173012
woman	2015	FIC	HudsonRev	  but even that means nothing to me. " Marcelle fell silent. The old woman, too, sat sdll and quiet. Her lips trembled, though, as	LABEL_0	0.990458846
woman	2015	FIC	ParisRev	  sow. The husband made a living collecting bribes for a local councilman. The woman had one flaccid hand that reminded Mr. Wu of a large prawn. He shuddered	LABEL_0	0.994517982
woman	2015	FIC	MassachRev	  Nicole said. The girls glowed from the shared weirdness of the experience with a woman named Edith. Now when Sandra turned the name over on her tongue, it	LABEL_0	0.981028855
woman	2018	FIC	Fan Fic	  stopped her. # " Elena, who's at the door? " A woman said behind her. Elena opened the door again. The woman stopped in her	LABEL_0	0.676005304
woman	2018	FIC	Analog	  too much for him to handle. He looked away. # There was a woman sitting in the chair across from him. She had hair of purest black,	LABEL_0	0.942583978
woman	2016	FIC	Bk:TwistedInnocence	  to blow her head off just for target practice. # But what if the woman who'd called wasn't a kid at all, but someone stranded here who	LABEL_0	0.879159093
woman	2019	FIC	SciFI & Fantasy	  in beside her. # " You look like shit, Donna, " a woman's voice said. " What the hell happened to you? " # Sitting	LABEL_0	0.993565142
woman	2014	FIC	LiteraryRev	  this sort of thing when one has her own practice, such as the big woman from New Zealand. You don't know why they get into this line of	LABEL_0	0.806423604
woman	2011	FIC	Bk:BlackOrchidBlues	  no matter how artful, failed to hide: that Queenie Lovetree wasn't a woman at all, but a man in drag. # When Queenie appeared on stage	LABEL_0	0.91411984
woman	2018	FIC	Confrontation	  years I've missed it. I have missed being in love, something a woman needs, and most men can't understand. Look at me, the way	LABEL_0	0.944597661
woman	2019	FIC	Analog	  the block supported a half-empty decanter of red wine and a glass. And the woman was sniffling and quietly weeping into her drink! # Without a thought, Carducci	LABEL_0	0.991949201
woman	1957	FIC	VelvetHorn	  " | " Downstairs and to the right, " Christina said. " The woman'll put the calls through for you. She speaks English. Haislip laughed.	LABEL_1	0.951049566
woman	1958	FIC	WinthropWoman	  your mother? " " That's different and you know it. But this woman -- you might as well be married to her. " I went on lining	LABEL_1	0.909525394
woman	1958	FIC	Exodus	  I would like to know if the brigadier has studied the report on this American woman, Katherine Fremont, and the correspondent, Mark Parker? " " What about	LABEL_1	0.995256245
woman	1958	FIC	PlowshareInHeaven	  motives, achievements, and failures. Honey Gruber, the plump, pretty young woman in charge of doling out free clothes, developed after two years the ability of	LABEL_1	0.638195753
woman	1959	FIC	Hex	  ! He just wasn't sure she could handle Mrs. Wladek -- and the old woman certainly did represent a problem. Her folder was full of notations by case worker	LABEL_1	0.561627746
woman	1952	FIC	WonderfulCity	  patron. He came back through the gate, on his way to find the woman of Pablo. Be sure you have plenty of wall, patron. | The	LABEL_1	0.984775722
woman	1952	FIC	YetOtherWaters	  a leaf... " " Bernard, you must make allowances for a woman, " Mrs. Whelan said apologetically. They were having tuna fish salad for lunch	LABEL_1	0.681517005
woman	1954	FIC	Mov:SaltEarth	  weight, the little girl following with a box of kindling... The woman feeds wood into the fire, on top of which is a washtub..	LABEL_1	0.954925299
